This report was generated on 03-Jan-2020  11:46:26.

* = already updated

Compounds


132 Compounds have structure differences between ChlamyCyc and MetaCyc.
 	ID	Name	Slot	ChlamyCyc Value	MetaCyc Value	
	RXN-1224	UDP-&alpha;-D-sulfoquinovopyranose + a 1,2-diacyl-<i>sn</i>-glycerol  &rarr;  an 6-sulfo-&alpha;-D-quinovosyl diacylglycerol + UDP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-16592	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[in]</sub>  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[out]</sub>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	PHOSMANMUT-RXN	&alpha;-D-mannose 1-phosphate  &harr;  D-mannopyranose 6-phosphate	REVERSIBLE	REVERSIBLE (inherited or computed)	
	TRANS-RXN-227	L-citrulline<sub>[in]</sub>  &rarr;  L-citrulline<sub>[out]</sub>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-13482	L-ornithine + carbamoyl phosphate  &harr;  L-citrulline + phosphate + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	UDPACYLGLCNACDEACETYL-RXN	UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine + H<sub>2</sub>O  &rarr;  UDP-3-<i>O</i>-(3-hydroxymyristoyl)-&alpha;-D-glucosamine + acetate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	BADH-RXN	betaine aldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &harr;  glycine betaine + NADH + 2 H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	4.2.1.93-RXN	ATP + (<i>S</i>)-NADHX  &rarr;  ADP + NADH + phosphate + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	URUR-RXN	(<i>S</i>)-ureidoglycine + H<sub>2</sub>O  &rarr;  (<i>S</i>)-ureidoglycolate + ammonium	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	PEPCARBOXYKIN-RXN	oxaloacetate + ATP  &rarr;  CO<SUB>2</SUB> + phospho<i>enol</i>pyruvate + ADP	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	MALATE-DEH-RXN	(<i>S</i>)-malate + NAD<sup>+</sup>  &harr;  oxaloacetate + NADH + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN3O-663	a very-long-chain inositol phospho-(2'R)-2'-hydroxyphytoceramide + GDP-&alpha;-D-mannose  =  a mannosylinositol phospho-(2'R)-2'-hydroxyphytoceramide + GDP + H<SUP>+</SUP>	NIL	PHYSIOL-LEFT-TO-RIGHT	
	RXN-9659	an octanoyl-[acp] + NAD<sup>+</sup>  &larr;  a (2<i>E</i>)-oct-2-enoyl-[acp] + NADH + H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	3.5.1.52-RXN	a [protein]-N<sup>4</sup>-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-L-asparagine + H<sub>2</sub>O  &rarr;  <i>N</i>-acetyl-&beta;-glucosaminylamine + a [protein]-L-aspartate + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	geranyl diphosphate + 7 isopentenyl diphosphate  &rarr;  <i>all-trans</i>-nonaprenyl diphosphate + 7 diphosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-12611	2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate + 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + 2 H<SUP>+</SUP>  &rarr;  thiamine phosphate + CO<SUB>2</SUB> + diphosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	D-RIBULOKIN-RXN	ATP + D-ribulose  &harr;  ADP + D-ribulose 5-phosphate + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN-13879	(24R)-24-methylcycloarta-25-en-3-&beta;-ol  &rarr;  4&alpha;, 14&alpha;-dimethyl ergosta-8,25(27)-dienol	LEFT-TO-RIGHT (inherited or computed)	PHYSIOL-LEFT-TO-RIGHT	
	1.8.5.1-RXN	L-dehydro-ascorbate + 2 glutathione  &rarr;  L-ascorbate + glutathione disulfide + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	L-ornithine + a 2-oxo carboxylate  &harr;  a proteinogenic amino acid + L-glutamate-5-semialdehyde	REVERSIBLE	REVERSIBLE (inherited or computed)	
	ATPPHOSPHORIBOSYLTRANS-RXN	1-(5-phospho-&beta;-D-ribosyl)-ATP + diphosphate  &harr;  ATP + 5-phospho-&alpha;-D-ribose 1-diphosphate + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	2.7.1.148-RXN	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP  &rarr;  2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	2.7.1.151-RXN	D-<i>myo</i>-inositol (1,4,5)-trisphosphate + ATP  &rarr;  D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	FARNESYLTRANSTRANSFERASE-RXN	(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate + isopentenyl diphosphate  &rarr;  geranylgeranyl diphosphate + diphosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN0-5244	a ubiquinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB> + 2 e<SUP>-</SUP><SUB>[membrane]</SUB>  &rarr;  an ubiquinol<SUB>[membrane]</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	2-ISOPROPYLMALATESYN-RXN	3-methyl-2-oxobutanoate + acetyl-CoA + H<sub>2</sub>O  &rarr;  (2<i>S</i>)-2-isopropylmalate + coenzyme A + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-16997	a phosphorylated phosphoglucomutase + &alpha;-D-glucopyranose 1-phosphate  &rarr;  &alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN0-6490	orotate<SUB>[in]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB> + 2 e<SUP>-</SUP><SUB>[membrane]</SUB>  &rarr;  (<i>S</i>)-dihydroorotate<SUB>[in]</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	3-OXOACYL-ACP-SYNTH-RXN	a 2,3,4-saturated fatty acyl-[acp] + a malonyl-[acp] + H<SUP>+</SUP>  &rarr;  a 3-oxoacyl-[acp] + CO<SUB>2</SUB> + acyl-carrier protein	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	1.2.1.65-RXN	salicylaldehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  salicylate + NADH + 2 H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	2.7.1.134-RXN	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate + ATP  &rarr;  D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-17066	1,4-dihydroxy-2-naphthoate + an oxidized unknown electron carrier  &rarr;  2-carboxy-1,4-naphthoquinone + a reduced unknown electron carrier	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-7668	UDP-&alpha;-D-glucose + (1,4-&alpha;-D-glucosyl)<sub>(n)</sub>  glycogenin  &rarr;  (1,4-&alpha;-D-glucosyl)<sub>(n+1)</sub> glycogenin + UDP	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	MHPCHYDROL-RXN	(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate + H<sub>2</sub>O  &rarr;  (2Z)-2-hydroxypenta-2,4-dienoate + succinate + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	THIOSULFATE-SULFURTRANSFERASE-RXN	thiosulfate + hydrogen cyanide  &rarr;  sulfite + thiocyanate + 2 H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	GLUCOKIN-RXN	D-glucopyranose + ATP  &rarr;  D-glucopyranose 6-phosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-8022	<i>all-trans</i>-&zeta;-carotene + an oxidized unknown electron carrier  &rarr;  <i>all-trans</i> neurosporene + a reduced unknown electron carrier	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	CYCLOARTENOL-SYNTHASE-RXN	(3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene  &rarr;  cycloartenol	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-11322	<i>aldehydo</i>-D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + L-glutamine  &rarr;  pyridoxal 5'-phosphate + L-glutamate + phosphate + H<SUP>+</SUP> + 3 H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	CDPREDUCT-RXN	dCDP + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  CDP + a reduced thioredoxin	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	CYSTATHIONINE-BETA-SYNTHASE-RXN	L-homocysteine + L-serine  &harr;  L-cystathionine + H<sub>2</sub>O	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN66-28	desmosterol + NADPH + H<SUP>+</SUP>  &rarr;  cholesterol + NADP<sup>+</sup>	LEFT-TO-RIGHT	PHYSIOL-RIGHT-TO-LEFT	
	RXN-12726	<i>O</i>-acetyl-L-serine + hydrogen selenide  &rarr;  L-selenocysteine + acetate + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-8568	propanoyl-CoA + NAD<sup>+</sup>  &larr;  acryloyl-CoA + NADH + H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	DTDPDEHYRHAMREDUCT-RXN	dTDP-&beta;-L-rhamnose + NADP<sup>+</sup>  &harr;  dTDP-4-dehydro-&beta;-L-rhamnose + NADPH + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN1G-517	a (3<i>R</i>)-3-hydroxytetracosanoyl-[acp]  &rarr;  a trans-tetracos-2-enoyl-[acp] + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	CYTIDEAM2-RXN	cytidine + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  uridine + ammonium	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	a 5,10-methylenetetrahydrofolate + 3-methyl-2-oxobutanoate + H<sub>2</sub>O  &harr;  2-dehydropantoate + a tetrahydrofolate	REVERSIBLE	REVERSIBLE (inherited or computed)	
	METHYLACYLYLCOA-HYDROXY-RXN	(<i>S</i>)-3-hydroxy-isobutanoyl-CoA  &harr;  methylacrylyl-CoA + H<sub>2</sub>O	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN-12300	(Z)-3-hexanal + NADPH + H<SUP>+</SUP>  &rarr;  (3Z)-hex-3-en-1-ol + NADP<sup>+</sup>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	2.5.1.64-RXN	isochorismate + 2-oxoglutarate + H<SUP>+</SUP>  &rarr;  2-succinyl-5-enolpyruvoyl-6-hydroxy-3-cyclohexene-1-carboxylate + CO<SUB>2</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-12440	2 L-ascorbate + hydrogen peroxide + H<SUP>+</SUP>  &rarr;  L-ascorbate + L-dehydro-ascorbate + 2 H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-14903	L-proline<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  (<i>S</i>)-1-pyrroline-5-carboxylate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB> + H<SUP>+</SUP><SUB>[in]</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	PSERTRANSAM-RXN	3-phospho-L-serine + 2-oxoglutarate  &harr;  L-glutamate + 3-phosphooxypyruvate	REVERSIBLE	REVERSIBLE (inherited or computed)	
	PANTOTHENATE-KIN-RXN	(<i>R</i>)-pantothenate + ATP  &rarr;  (<i>R</i>)-4'-phosphopantothenate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-7739	chlorophyllide <i>a</i> + 2 H<SUP>+</SUP>  &rarr;  pheophorbide <i>a</i> + Mg<SUP>2+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-4314	<i>trans</i>-zeatin riboside monophosphate + H<sub>2</sub>O  &rarr;  <i>trans</i>-zeatin + D-ribofuranose 5-phosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	2.7.8.11-RXN	a CDP-diacylglycerol + <I>myo</I>-inositol  &rarr;  a 1-phosphatidyl-1D-<i>myo</i>-inositol + CMP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	ACETYLORNDEACET-RXN	<i>N</i>-acetyl-L-ornithine + H<sub>2</sub>O  &harr;  L-ornithine + acetate	REVERSIBLE	REVERSIBLE (inherited or computed)	
	ALLOPHANATE-HYDROLASE-RXN	urea-1-carboxylate + 3 H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  2 ammonium + 2 CO<SUB>2</SUB>	LEFT-TO-RIGHT (inherited or computed)	PHYSIOL-LEFT-TO-RIGHT	
	RXN-9657	a butanoyl-[acp] + NAD<sup>+</sup>  &larr;  a (2<i>E</i>)-but-2-enoyl-[acp] + NADH + H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	RXN-7697	a very-long-chain 2,3,4-saturated fatty acyl CoA + malonyl-CoA  &rarr;  a very-long-chain oxoacyl-CoA + CO<SUB>2</SUB> + coenzyme A	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-16096	(3R,11Z,14Z)-3-hydroxyicosadienoyl-CoA  &rarr;  (2E,11Z,14Z)-icosatrienoyl-CoA + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-13414	spermidine + NAD<sup>+</sup>  &rarr;  dehydrospermidine + NADH + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	DCMP-DEAMINASE-RXN	dCMP + H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  ammonium + dUMP	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-9788	a [ThiI sulfur-carrier protein]-<i>S</i>-sulfanyl-L-cysteine + a carboxy-adenylated-[ThiS sulfur-carrier protein] + 2 a reduced ferredoxin [iron-sulfur] cluster  &rarr;  a thiocarboxy-[ThiS-Protein] + a [ThiI sulfur-carrier protein]-L-cysteine + AMP + 2 an oxidized ferredoxin [iron-sulfur] cluster	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	ARGDECARBOX-RXN	L-arginine + H<SUP>+</SUP>  &harr;  CO<SUB>2</SUB> + agmatine	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN-8442	nicotinate + D-ribulose 1-phosphate + H<SUP>+</SUP>  &rarr;  &beta;-D-ribosylnicotinate + phosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	2.7.1.150-RXN	a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ATP  &rarr;  1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	TRYPSYN-RXN	(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine  &rarr;  L-tryptophan + D-glyceraldehyde 3-phosphate + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-1884	L-galactopyranose + NAD<sup>+</sup>  &rarr;  L-galactono-1,4-lactone + NADH + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	PNP-RXN	a purine ribonucleoside + phosphate  &harr;  a purine base + &alpha;-D-ribose-1-phosphate	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RIBOFLAVIN-SYN-RXN	2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H<SUP>+</SUP>  &rarr;  5-amino-6-(D-ribitylamino)uracil + riboflavin	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	ACSERLY-RXN	<i>O</i>-acetyl-L-serine + hydrogen sulfide  &harr;  L-cysteine + acetate + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	ENOYL-ACP-REDUCT-NADPH-RXN	a 2,3,4-saturated fatty acyl-[acp] + NADP<sup>+</sup>  &larr;  a <i>trans</i>-2-enoyl-[acyl-carrier protein] + NADPH + H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	RXN0-5257	glycerone phosphate<SUB>[in]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB> + 2 e<SUP>-</SUP><SUB>[membrane]</SUB>  &rarr;  <i>sn</i>-glycerol 3-phosphate<SUB>[in]</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	ALLANTOATE-DEIMINASE-RXN	allantoate + 2 H<SUP>+</SUP> + H<sub>2</sub>O  &rarr;  (<i>S</i>)-ureidoglycine + ammonium + CO<SUB>2</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	SPHINGANINE-KINASE-RXN	D-<i>erythro</i>-sphinganine + ATP  &rarr;  sphinganine 1-phosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	GLUCURONOKINASE-RXN	D-glucopyranuronate + ATP  &rarr;  &alpha;-D-glucuronate 1-phosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-11876	4&alpha;,14&alpha;-dimethyl-9&beta;,19-cyclo-5&alpha;-cholest-24-en-3&beta;-ol  &rarr;  4&alpha;,14&alpha;-dimethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	LEFT-TO-RIGHT (inherited or computed)	PHYSIOL-LEFT-TO-RIGHT	
	3-DEHYDROQUINATE-DEHYDRATASE-RXN	3-dehydroquinate  &harr;  3-dehydroshikimate + H<sub>2</sub>O	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN-15045	<i>sn</i>-glycerol 3-phosphate + oleoyl-CoA  &rarr;  1-oleoyl-<i>sn</i>-glycerol 3-phosphate + coenzyme A	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-7101	2 a [biotin carboxyl-carrier protein]-<i>N</i><sup>6</sup>-biotinyl-L-lysine  &rarr;  a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-13296	lignoceroyl-CoA + malonyl-CoA + H<SUP>+</SUP>  &rarr;  3-oxo-cerotoyl-CoA + CO<SUB>2</SUB> + coenzyme A	LEFT-TO-RIGHT	PHYSIOL-LEFT-TO-RIGHT	
	DIHYDRODIPICSYN-RXN	pyruvate + L-aspartate 4-semialdehyde  &rarr;  (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate + H<sub>2</sub>O + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN0-5116	L-ribulose + ATP  &rarr;  L-ribulose 5-phosphate + ADP + H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-12415	a GXGG xylogulcan + 2 UDP-&alpha;-D-xylose  &rarr;  an XXXG xylogulcan + 2 UDP + 2 H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN0-308	an [L-cysteine desulfurase]-L-cysteine + L-cysteine  &rarr;  an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine + L-alanine	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate + 4 isopentenyl diphosphate  &rarr;  all-<i>trans</i>-heptaprenyl diphosphate + 4 diphosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-14973	a 3-oxooctanoyl-[acp] + 2 NADPH + 2 H<SUP>+</SUP>  &rarr;  an octanoyl-[acp] + 2 NADP<sup>+</sup> + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	PYRROLINECARBREDUCT-RXN	L-proline + NAD(P)<sup>+</sup>  &larr;  (<i>S</i>)-1-pyrroline-5-carboxylate + NAD(P)H + 2 H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	2.3.1.67-RXN	acetyl-CoA + a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine  =  a 2-acetyl-1-alkyl-<i>sn</i>-glycero-3-phosphocholine + coenzyme A	NIL	PHYSIOL-LEFT-TO-RIGHT	
	IMIDPHOSDEHYD-RXN	D-erythro-imidazole-glycerol-phosphate  &rarr;  imidazole acetol-phosphate + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-14879	(S)-coclaurine + an unknown oxygen source  &rarr;  6-O-methylnorlaudanosoline	LEFT-TO-RIGHT (inherited or computed)	PHYSIOL-LEFT-TO-RIGHT	
	THYMIDYLATESYN-RXN	a 5,10-methylenetetrahydrofolate + dUMP  &rarr;  dTMP + a 7,8-dihydrofolate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-9520	a (3<i>R</i>)-3-hydroxyhexanoyl-[acp]  &rarr;  a (2<i>E</i>)-hex-2-enoyl-[acp] + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-12728	L-selenocysteine + O-phospho-L-homoserine  &rarr;  L-selenocystathionine + phosphate	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-13926	a 3&beta;-hydroxy-4&alpha;-carboxysteroid + NAD(P)<sup>+</sup>  =  a 3-oxosteroid + CO<SUB>2</SUB> + NAD(P)H	NIL	PHYSIOL-LEFT-TO-RIGHT	
	RXN-16998	&alpha;-glucose 1,6-bisphosphate + a phosphoglucomutase  &rarr;  D-glucopyranose 6-phosphate + a phosphorylated phosphoglucomutase	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RIB5PISOM-RXN	D-ribose 5-phosphate  &harr;  D-ribulose 5-phosphate	REVERSIBLE	REVERSIBLE (inherited or computed)	
	+-NEOMENTHOL-DEHYDROGENASE-RXN	(+)-neomenthol + NADP<sup>+</sup>  &larr;  (-)-menthone + NADPH + H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	RXN-13645	carlactone carboxylate + an oxidized unknown electron carrier + H<SUP>+</SUP>  &rarr;  (+)-5-deoxystrigol + a reduced unknown electron carrier	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	SERINE-C-PALMITOYLTRANSFERASE-RXN	L-serine + palmitoyl-CoA + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 3-dehydrosphinganine + coenzyme A	LEFT-TO-RIGHT	PHYSIOL-LEFT-TO-RIGHT	
	O-SUCCINYLBENZOATE-COA-SYN-RXN	(1<i>R</i>,6<i>R</i>)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate  &rarr;  2-succinylbenzoate + H<sub>2</sub>O	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-9531	a decanoyl-[acp] + a malonyl-[acp] + H<SUP>+</SUP>  &rarr;  a 3-oxododecanoyl-[acp] + CO<SUB>2</SUB> + acyl-carrier protein	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-9635	a stearoyl-[acp] + NAD<sup>+</sup>  &larr;  a (2<i>E</i>)-octadec-2-enoyl-[acp] + NADH + H<SUP>+</SUP>	RIGHT-TO-LEFT	RIGHT-TO-LEFT (inherited or computed)	
	SPERMIDINESYN-RXN	putrescine + <i>S</i>-adenosyl 3-(methylsulfanyl)propylamine  &harr;  spermidine + <i>S</i>-methyl-5'-thioadenosine + H<SUP>+</SUP>	REVERSIBLE	REVERSIBLE (inherited or computed)	
	RXN-13939	C-13<sup>2</sup>-carboxypyropheophorbide <i>a</i>  &rarr;  CO<SUB>2</SUB> + pyropheophorbide <i>a</i>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	SIROHEME-FERROCHELAT-RXN	sirohydrochlorin + Fe<SUP>2+</SUP>  &rarr;  siroheme + 2 H<SUP>+</SUP>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-5641	L-serine + H<SUP>+</SUP>  &rarr;  ethanolamine + CO<SUB>2</SUB>	LEFT-TO-RIGHT	LEFT-TO-RIGHT (inherited or computed)	
	RXN-11884	4&alpha;-methyl-zymosterol  &rarr;  4&alpha;-methyl-5&alpha;-cholesta-7,24-dien-3&beta;-ol	LEFT-TO-RIGHT (inherited or computed)	REVERSIBLE	
